,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,iti,pair_type,high_size_on_left,left_size_group,right_size_group,left_size_num,right_size_num,left_category,right_category,left_exemplar,right_exemplar,left_index,right_index,left_img_path,right_img_path,accuracy,onset,duration,no_response,left_chosen,chosen_category,unchosen_category,chosen_size_group,unchosen_size_group,chosen_size_num,unchosen_size_num,chosen_exemplar,unchosen_exemplar,size_final_tally
10,,size_choice_confirmation,,html-keyboard-response,10,47224,0.0-1.0-11.0-0.0,0,0,27712,,,,,,2.0,,,,,,,,,,,,,,,,,,,7.5,0.553,,,,,,,,,,,
11,,iti,,html-keyboard-response,11,48226,0.0-1.0-12.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,8.5,1.0,,,,,,,,,,,
12,,size_choice,,html-keyboard-response,12,48963,0.0-1.0-14.0,0,0,27712,,735.0,,,68.0,3.0,3.0,1.0,2000.0,M-XL,1.0,XL,M,4.0,2.0,dumptruck,ketchup,dumptruck4,ketchup2,173.0,91.0,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck1.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup9.jpg,1.0,9.235,0.735,0.0,1.0,dumptruck,ketchup,XL,M,4.0,2.0,dumptruck4,ketchup2,
13,,size_choice_confirmation,,html-keyboard-response,13,49730,0.0-1.0-15.0-0.0,0,0,27712,,,,,,3.0,,,,,,,,,,,,,,,,,,,10.0,0.765,,,,,,,,,,,
14,,iti,,html-keyboard-response,14,51735,0.0-1.0-16.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,,,,,,,,,,,
15,,size_choice,,html-keyboard-response,15,52591,0.0-1.0-18.0,0,0,27712,,854.0,,,75.0,4.0,4.0,1.0,1000.0,L-XL,0.0,L,XL,3.0,4.0,garbagecan,dumptruck,garbagecan9,dumptruck7,38.0,176.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan12.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck6.jpg,1.0,12.854,0.854,0.0,0.0,dumptruck,garbagecan,XL,L,4.0,3.0,dumptruck7,garbagecan9,
16,,size_choice_confirmation,,html-keyboard-response,16,53239,0.0-1.0-19.0-0.0,0,0,27712,,,,,,4.0,,,,,,,,,,,,,,,,,,,13.5,0.646,,,,,,,,,,,
17,,iti,,html-keyboard-response,17,54242,0.0-1.0-20.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,14.5,1.0,,,,,,,,,,,
18,,size_choice,,html-keyboard-response,18,54849,0.0-1.0-22.0,0,0,27712,,605.0,,,68.0,5.0,5.0,1.0,1500.0,S-L,1.0,L,S,3.0,1.0,mailbox,thread,mailbox8,thread8,47.0,147.0,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox10.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread10.jpg,1.0,15.105,0.605,0.0,1.0,mailbox,thread,L,S,3.0,1.0,mailbox8,thread8,
19,,size_choice_confirmation,,html-keyboard-response,19,55746,0.0-1.0-23.0-0.0,0,0,27712,,,,,,5.0,,,,,,,,,,,,,,,,,,,16.0,0.895,,,,,,,,,,,
20,,iti,,html-keyboard-response,20,57250,0.0-1.0-24.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,17.5,1.5,,,,,,,,,,,
21,,size_choice,,html-keyboard-response,21,57932,0.0-1.0-26.0,0,0,27712,,679.0,,,68.0,6.0,6.0,1.0,2000.0,S-L,1.0,L,S,3.0,1.0,garbagecan,teabag,garbagecan6,teabag10,35.0,139.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan14.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag4.jpg,1.0,18.179,0.679,0.0,1.0,garbagecan,teabag,L,S,3.0,1.0,garbagecan6,teabag10,
22,,size_choice_confirmation,,html-keyboard-response,22,58756,0.0-1.0-27.0-0.0,0,0,27712,,,,,,6.0,,,,,,,,,,,,,,,,,,,19.0,0.821,,,,,,,,,,,
23,,iti,,html-keyboard-response,23,60761,0.0-1.0-28.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,21.0,2.0,,,,,,,,,,,
24,,size_choice,,html-keyboard-response,24,61290,0.0-1.0-30.0,0,0,27712,,527.0,,,68.0,7.0,7.0,1.0,1000.0,M-XL,1.0,XL,M,4.0,2.0,car,ketchup,car2,ketchup5,151.0,94.0,/static/Size_judgement/Stimuli/Size_stims/XL/car/car3.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup3.jpg,1.0,21.527,0.527,0.0,1.0,car,ketchup,XL,M,4.0,2.0,car2,ketchup5,
25,,size_choice_confirmation,,html-keyboard-response,25,62266,0.0-1.0-31.0-0.0,0,0,27712,,,,,,7.0,,,,,,,,,,,,,,,,,,,22.5,0.973,,,,,,,,,,,
26,,iti,,html-keyboard-response,26,63270,0.0-1.0-32.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,23.5,1.0,,,,,,,,,,,
27,,size_choice,,html-keyboard-response,27,63868,0.0-1.0-34.0,0,0,27712,,596.0,,,68.0,8.0,8.0,1.0,1000.0,XL-XL,,XL,XL,4.0,4.0,van,car,van3,car4,192.0,153.0,/static/Size_judgement/Stimuli/Size_stims/XL/van/van6.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/car/car6.jpg,,24.096,0.596,0.0,1.0,van,car,XL,XL,4.0,4.0,van3,car4,
28,,size_choice_confirmation,,html-keyboard-response,28,64774,0.0-1.0-35.0-0.0,0,0,27712,,,,,,8.0,,,,,,,,,,,,,,,,,,,25.0,0.904,,,,,,,,,,,
29,,iti,,html-keyboard-response,29,65779,0.0-1.0-36.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,26.0,1.0,,,,,,,,,,,
30,,size_choice,,html-keyboard-response,30,66325,0.0-1.0-38.0,0,0,27712,,543.0,,,75.0,9.0,9.0,1.0,1500.0,S-XL,0.0,S,XL,1.0,4.0,teabag,dumptruck,teabag8,dumptruck8,137.0,177.0,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag7.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck7.jpg,1.0,26.543,0.543,0.0,0.0,dumptruck,teabag,XL,S,4.0,1.0,dumptruck8,teabag8,
31,,size_choice_confirmation,,html-keyboard-response,31,67284,0.0-1.0-39.0-0.0,0,0,27712,,,,,,9.0,,,,,,,,,,,,,,,,,,,27.5,0.957,,,,,,,,,,,
32,,iti,,html-keyboard-response,32,68790,0.0-1.0-40.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,29.0,1.5,,,,,,,,,,,
33,,size_choice,,html-keyboard-response,33,69663,0.0-1.0-42.0,0,0,27712,,871.0,,,68.0,10.0,10.0,1.0,1000.0,M-M,,M,M,2.0,2.0,handsaw,ketchup,handsaw4,ketchup9,83.0,98.0,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw3.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup7.jpg,,29.871,0.871,0.0,1.0,handsaw,ketchup,M,M,2.0,2.0,handsaw4,ketchup9,
34,,size_choice_confirmation,,html-keyboard-response,34,70296,0.0-1.0-43.0-0.0,0,0,27712,,,,,,10.0,,,,,,,,,,,,,,,,,,,30.5,0.629,,,,,,,,,,,
35,,iti,,html-keyboard-response,35,71302,0.0-1.0-44.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,31.5,1.0,,,,,,,,,,,
36,,size_choice,,html-keyboard-response,36,72177,0.0-1.0-46.0,0,0,27712,,872.0,,,68.0,11.0,11.0,1.0,1000.0,M-L,0.0,M,L,2.0,3.0,hairdryer,garbagecan,hairdryer6,garbagecan3,75.0,32.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer8.jpg,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan7.jpg,0.0,32.372,0.872,0.0,1.0,hairdryer,garbagecan,M,L,2.0,3.0,hairdryer6,garbagecan3,
37,,size_choice_confirmation,,html-keyboard-response,37,72807,0.0-1.0-47.0-0.0,0,0,27712,,,,,,11.0,,,,,,,,,,,,,,,,,,,33.0,0.628,,,,,,,,,,,
38,,iti,,html-keyboard-response,38,73808,0.0-1.0-48.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,34.0,1.0,,,,,,,,,,,
39,,size_choice,,html-keyboard-response,39,74975,0.0-1.0-50.0,0,0,27712,,1165.0,,,75.0,12.0,12.0,1.0,2000.0,M-L,0.0,M,L,2.0,3.0,coffeemaker,garbagecan,coffeemaker5,garbagecan4,64.0,33.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker10.jpg,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan6.jpg,1.0,35.165,1.165,0.0,0.0,garbagecan,coffeemaker,L,M,3.0,2.0,garbagecan4,coffeemaker5,
40,,size_choice_confirmation,,html-keyboard-response,40,75312,0.0-1.0-51.0-0.0,0,0,27712,,,,,,12.0,,,,,,,,,,,,,,,,,,,35.5,0.335,,,,,,,,,,,
41,,iti,,html-keyboard-response,41,77317,0.0-1.0-52.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,37.5,2.0,,,,,,,,,,,
42,,size_choice,,html-keyboard-response,42,77995,0.0-1.0-54.0,0,0,27712,,675.0,,,75.0,13.0,13.0,1.0,1000.0,S-L,0.0,S,L,1.0,3.0,screws,garbagecan,screws10,garbagecan2,129.0,31.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws9.jpg,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan5.jpg,1.0,38.175,0.675,0.0,0.0,garbagecan,screws,L,S,3.0,1.0,garbagecan2,screws10,
43,,size_choice_confirmation,,html-keyboard-response,43,78822,0.0-1.0-55.0-0.0,0,0,27712,,,,,,13.0,,,,,,,,,,,,,,,,,,,39.0,0.825,,,,,,,,,,,
44,,iti,,html-keyboard-response,44,79824,0.0-1.0-56.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,40.0,1.0,,,,,,,,,,,
45,,size_choice,,html-keyboard-response,45,80464,0.0-1.0-58.0,0,0,27712,,638.0,,,68.0,14.0,14.0,1.0,1000.0,M-XL,1.0,XL,M,4.0,2.0,dumptruck,hairdryer,dumptruck5,hairdryer4,174.0,73.0,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck3.jpg,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer16.jpg,1.0,40.638,0.638,0.0,1.0,dumptruck,hairdryer,XL,M,4.0,2.0,dumptruck5,hairdryer4,
46,,size_choice_confirmation,,html-keyboard-response,46,81330,0.0-1.0-59.0-0.0,0,0,27712,,,,,,14.0,,,,,,,,,,,,,,,,,,,41.5,0.862,,,,,,,,,,,
47,,iti,,html-keyboard-response,47,82338,0.0-1.0-60.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,42.5,1.0,,,,,,,,,,,
48,,size_choice,,html-keyboard-response,48,83487,0.0-1.0-62.0,0,0,27712,,1147.0,,,68.0,15.0,15.0,1.0,1000.0,S-XL,1.0,XL,S,4.0,1.0,van,screws,van5,screws1,194.0,120.0,/static/Size_judgement/Stimuli/Size_stims/XL/van/van3.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws4.jpg,1.0,43.647,1.147,0.0,1.0,van,screws,XL,S,4.0,1.0,van5,screws1,
49,,size_choice_confirmation,,html-keyboard-response,49,83842,0.0-1.0-63.0-0.0,0,0,27712,,,,,,15.0,,,,,,,,,,,,,,,,,,,44.0,0.353,,,,,,,,,,,
50,,iti,,html-keyboard-response,50,84848,0.0-1.0-64.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,45.0,1.0,,,,,,,,,,,
51,,size_choice,,html-keyboard-response,51,86230,0.0-1.0-66.0,0,0,27712,,1380.0,,,75.0,16.0,16.0,1.0,3000.0,S-M,0.0,S,M,1.0,2.0,teabag,coffeemaker,teabag9,coffeemaker8,138.0,67.0,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag5.jpg,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker5.jpg,1.0,46.38,1.38,0.0,0.0,coffeemaker,teabag,M,S,2.0,1.0,coffeemaker8,teabag9,
52,,size_choice_confirmation,,html-keyboard-response,52,86352,0.0-1.0-67.0-0.0,0,0,27712,,,,,,16.0,,,,,,,,,,,,,,,,,,,46.5,0.12,,,,,,,,,,,
53,,iti,,html-keyboard-response,53,89354,0.0-1.0-68.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,49.5,3.0,,,,,,,,,,,
54,,size_choice,,html-keyboard-response,54,89962,0.0-1.0-70.0,0,0,27712,,606.0,,,68.0,17.0,17.0,1.0,1000.0,M-XL,1.0,XL,M,4.0,2.0,dumptruck,hairdryer,dumptruck10,hairdryer8,179.0,77.0,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck4.jpg,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer1.jpg,1.0,50.106,0.606,0.0,1.0,dumptruck,hairdryer,XL,M,4.0,2.0,dumptruck10,hairdryer8,
55,,size_choice_confirmation,,html-keyboard-response,55,90861,0.0-1.0-71.0-0.0,0,0,27712,,,,,,17.0,,,,,,,,,,,,,,,,,,,51.0,0.894,,,,,,,,,,,
56,,iti,,html-keyboard-response,56,91863,0.0-1.0-72.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,52.0,1.0,,,,,,,,,,,
57,,size_choice,,html-keyboard-response,57,92408,0.0-1.0-74.0,0,0,27712,,543.0,,,75.0,18.0,18.0,1.0,1500.0,S-L,0.0,S,L,1.0,3.0,die,mailbox,die10,mailbox10,109.0,49.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die6.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox8.jpg,1.0,52.543,0.543,0.0,0.0,mailbox,die,L,S,3.0,1.0,mailbox10,die10,
58,,size_choice_confirmation,,html-keyboard-response,58,93369,0.0-1.0-75.0-0.0,0,0,27712,,,,,,18.0,,,,,,,,,,,,,,,,,,,53.5,0.957,,,,,,,,,,,
59,,iti,,html-keyboard-response,59,94874,0.0-1.0-76.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,55.0,1.5,,,,,,,,,,,
60,,size_choice,,html-keyboard-response,60,95452,0.0-1.0-78.0,0,0,27712,,576.0,,,68.0,19.0,19.0,1.0,1000.0,S-XL,1.0,XL,S,4.0,1.0,dumptruck,die,dumptruck1,die6,170.0,105.0,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck9.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die1.jpg,1.0,55.576,0.576,0.0,1.0,dumptruck,die,XL,S,4.0,1.0,dumptruck1,die6,
61,,size_choice_confirmation,,html-keyboard-response,61,96380,0.0-1.0-79.0-0.0,0,0,27712,,,,,,19.0,,,,,,,,,,,,,,,,,,,56.5,0.924,,,,,,,,,,,
62,,iti,,html-keyboard-response,62,97381,0.0-1.0-80.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,57.5,1.0,,,,,,,,,,,
63,,size_choice,,html-keyboard-response,63,98633,0.0-1.0-82.0,0,0,27712,,1250.0,,,75.0,20.0,20.0,1.0,1500.0,M-XL,0.0,M,XL,2.0,4.0,basketball,tractor,basketball7,tractor6,56.0,185.0,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball6.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor3.jpg,1.0,58.75,1.25,0.0,0.0,tractor,basketball,XL,M,4.0,2.0,tractor6,basketball7,
64,,size_choice_confirmation,,html-keyboard-response,64,98886,0.0-1.0-83.0-0.0,0,0,27712,,,,,,20.0,,,,,,,,,,,,,,,,,,,59.0,0.25,,,,,,,,,,,
65,,iti,,html-keyboard-response,65,100389,0.0-1.0-84.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,60.5,1.5,,,,,,,,,,,
66,,size_choice,,html-keyboard-response,66,101199,0.0-1.0-86.0,0,0,27712,,809.0,,,68.0,21.0,21.0,1.0,3000.0,M-M,,M,M,2.0,2.0,handsaw,ketchup,handsaw10,ketchup8,89.0,97.0,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw10.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup5.jpg,,61.309,0.809,0.0,1.0,handsaw,ketchup,M,M,2.0,2.0,handsaw10,ketchup8,
67,,size_choice_confirmation,,html-keyboard-response,67,101892,0.0-1.0-87.0-0.0,0,0,27712,,,,,,21.0,,,,,,,,,,,,,,,,,,,62.0,0.691,,,,,,,,,,,
68,,iti,,html-keyboard-response,68,104895,0.0-1.0-88.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,65.0,3.0,,,,,,,,,,,
69,,size_choice,,html-keyboard-response,69,105619,0.0-1.0-90.0,0,0,27712,,722.0,,,68.0,22.0,22.0,1.0,1000.0,S-S,,S,S,1.0,1.0,thread,paperclip,thread7,paperclip1,146.0,110.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread3.jpg,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip9.jpg,,65.722,0.722,0.0,1.0,thread,paperclip,S,S,1.0,1.0,thread7,paperclip1,
70,,size_choice_confirmation,,html-keyboard-response,70,106399,0.0-1.0-91.0-0.0,0,0,27712,,,,,,22.0,,,,,,,,,,,,,,,,,,,66.5,0.778,,,,,,,,,,,
71,,iti,,html-keyboard-response,71,107401,0.0-1.0-92.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,67.5,1.0,,,,,,,,,,,
72,,size_choice,,html-keyboard-response,72,108024,0.0-1.0-94.0,0,0,27712,,620.0,,,68.0,23.0,23.0,1.0,1500.0,M-XL,1.0,XL,M,4.0,2.0,car,handsaw,car6,handsaw2,155.0,81.0,/static/Size_judgement/Stimuli/Size_stims/XL/car/car12.jpg,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw9.jpg,1.0,68.12,0.62,0.0,1.0,car,handsaw,XL,M,4.0,2.0,car6,handsaw2,
73,,size_choice_confirmation,,html-keyboard-response,73,108907,0.0-1.0-95.0-0.0,0,0,27712,,,,,,23.0,,,,,,,,,,,,,,,,,,,69.0,0.88,,,,,,,,,,,
74,,iti,,html-keyboard-response,74,110409,0.0-1.0-96.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,70.5,1.5,,,,,,,,,,,
75,,size_choice,,html-keyboard-response,75,111257,0.0-1.0-98.0,0,0,27712,,846.0,,,75.0,24.0,24.0,1.0,1500.0,S-L,0.0,S,L,1.0,3.0,die,deskchair,die3,deskchair6,102.0,15.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die10.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair5.jpg,1.0,71.346,0.846,0.0,0.0,deskchair,die,L,S,3.0,1.0,deskchair6,die3,
76,,size_choice_confirmation,,html-keyboard-response,76,111913,0.0-1.0-99.0-0.0,0,0,27712,,,,,,24.0,,,,,,,,,,,,,,,,,,,72.0,0.654,,,,,,,,,,,
77,,iti,,html-keyboard-response,77,113416,0.0-1.0-100.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,73.5,1.5,,,,,,,,,,,
78,,size_choice,,html-keyboard-response,78,114307,0.0-1.0-102.0,0,0,27712,,889.0,,,75.0,25.0,25.0,1.0,1500.0,S-S,,S,S,1.0,1.0,paperclip,die,paperclip9,die1,118.0,100.0,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip4.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die8.jpg,,74.389,0.889,0.0,0.0,die,paperclip,S,S,1.0,1.0,die1,paperclip9,
79,,size_choice_confirmation,,html-keyboard-response,79,114923,0.0-1.0-103.0-0.0,0,0,27712,,,,,,25.0,,,,,,,,,,,,,,,,,,,75.0,0.611,,,,,,,,,,,
80,,iti,,html-keyboard-response,80,116425,0.0-1.0-104.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,76.5,1.5,,,,,,,,,,,
81,,size_choice,,html-keyboard-response,81,117266,0.0-1.0-106.0,0,0,27712,,839.0,,,75.0,26.0,26.0,1.0,2000.0,M-L,0.0,M,L,2.0,3.0,basketball,deskchair,basketball4,deskchair9,53.0,18.0,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball1.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair3.jpg,1.0,77.339,0.839,0.0,0.0,deskchair,basketball,L,M,3.0,2.0,deskchair9,basketball4,
82,,size_choice_confirmation,,html-keyboard-response,82,117931,0.0-1.0-107.0-0.0,0,0,27712,,,,,,26.0,,,,,,,,,,,,,,,,,,,78.0,0.661,,,,,,,,,,,
83,,iti,,html-keyboard-response,83,119936,0.0-1.0-108.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,80.0,2.0,,,,,,,,,,,
84,,size_choice,,html-keyboard-response,84,120632,0.0-1.0-110.0,0,0,27712,,693.0,,,75.0,27.0,27.0,1.0,1500.0,S-XL,0.0,S,XL,1.0,4.0,screws,crane,screws6,crane6,125.0,165.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws3.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane2.jpg,1.0,80.693,0.693,0.0,0.0,crane,screws,XL,S,4.0,1.0,crane6,screws6,
85,,size_choice_confirmation,,html-keyboard-response,85,121443,0.0-1.0-111.0-0.0,0,0,27712,,,,,,27.0,,,,,,,,,,,,,,,,,,,81.5,0.807,,,,,,,,,,,
86,,iti,,html-keyboard-response,86,122947,0.0-1.0-112.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,83.0,1.5,,,,,,,,,,,
87,,size_choice,,html-keyboard-response,87,124033,0.0-1.0-114.0,0,0,27712,,1084.0,,,75.0,28.0,28.0,1.0,3000.0,M-L,0.0,M,L,2.0,3.0,coffeemaker,dishwasher,coffeemaker1,dishwasher7,60.0,26.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker14.jpg,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher7.jpg,1.0,84.084,1.084,0.0,0.0,dishwasher,coffeemaker,L,M,3.0,2.0,dishwasher7,coffeemaker1,
88,,size_choice_confirmation,,html-keyboard-response,88,124451,0.0-1.0-115.0-0.0,0,0,27712,,,,,,28.0,,,,,,,,,,,,,,,,,,,84.5,0.416,,,,,,,,,,,
89,,iti,,html-keyboard-response,89,127453,0.0-1.0-116.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,87.5,3.0,,,,,,,,,,,
90,,size_choice,,html-keyboard-response,90,128056,0.0-1.0-118.0,0,0,27712,,601.0,,,75.0,29.0,29.0,1.0,2000.0,L-XL,0.0,L,XL,3.0,4.0,mailbox,tractor,mailbox6,tractor2,45.0,181.0,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox6.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor7.jpg,1.0,88.101,0.601,0.0,0.0,tractor,mailbox,XL,L,4.0,3.0,tractor2,mailbox6,
91,,size_choice_confirmation,,html-keyboard-response,91,128957,0.0-1.0-119.0-0.0,0,0,27712,,,,,,29.0,,,,,,,,,,,,,,,,,,,89.0,0.899,,,,,,,,,,,
92,,iti,,html-keyboard-response,92,130962,0.0-1.0-120.0,0,0,27712,,,,,,,,,,,,,,,,,,,,,,,,,91.0,2.0,,,,,,,,,,,
